id,description
3123,"Revivez l'essor prodigieux et le destin exceptionnel que Montpellier s'est forgé au cours des siècles : optez pour une découverte du centre historique de Montpellier avec notre visite de 2h.

Un voyage de mille ans au fil des ruelles du centre historique pour vous faire vivre l'ambiance si particulière de l'Ecusson.

La visite inclut la découverte de l’arc de triomphe, du mikvé (bain rituel juif médiéval) et une cour d'hôtel particulier.

- Rendez-vous 10 minutes avant à l'Office de Tourisme de Montpellier – extérieur façade côté Esplanade Charles-de-Gaulle.
- Gratuités : enfants moins de 6 ans accompagnés d'un parent, guides diplômés avec carte, détenteurs de la City Card.
- 1 adulte accompagné de 1 ou de 2 enfants de moins de 6 ans maximum.
- Visite interdite aux chiens de petites ou grandes tailles sauf chien guide.

Durée: 2h

Réservation obligatoire

IMPORTANT : 12/04, 13/04 et 21/06 : Accès à l'arc de triomphe sous réserve (événements sportifs et culturels)

LE BON PLAN : La réservation d'une visite guidée vous offre  10% de remise sur tous les produits de la boutique de l'Office de Tourisme (sauf tickets TAM), sur présentation de votre voucher."
9770,MARCHE TRADITIONNEL PLEIN VENT - Tous les mercredis d'Avril à Octobre - 8h/13h
3125,"Revivez l'essor prodigieux et le destin exceptionnel que Montpellier s'est forgé au cours des siècles : optez pour une découverte du centre historique de Montpellier avec notre visite de 2h.

Un voyage de mille ans au fil des ruelles du centre historique pour vous faire vivre l'ambiance si particulière de l'Ecusson.

La visite inclut la découverte de l’arc de triomphe, du mikvé (bain rituel juif médiéval) et une cour d'hôtel particulier.

- Rendez-vous 10 minutes avant à l'Office de Tourisme de Montpellier – extérieur façade côté Esplanade Charles-de-Gaulle.
- Gratuités : enfants moins de 6 ans accompagnés d'un parent, guides diplômés avec carte, détenteurs de la City Card.
- 1 adulte accompagné de 1 ou de 2 enfants de moins de 6 ans maximum.
- Visite interdite aux chiens de petites ou grandes tailles sauf chien guide.

Durée: 2h

Réservation obligatoire

IMPORTANT : 12/04, 13/04 et 21/06 : Accès à l'arc de triomphe sous réserve (événements sportifs et culturels)

LE BON PLAN : La réservation d'une visite guidée vous offre  10% de remise sur tous les produits de la boutique de l'Office de Tourisme (sauf tickets TAM), sur présentation de votre voucher."
5048,MARCHE TRADITIONNEL PLEIN VENT - Tous les jeudis  - 8h/13h
4012,"Venez découvrir l'ancienne résidence d'été des archevêques de Narbonne et sa toute nouvelle scénographie. Il fut à la fin du Moyen-Âge une splendide demeure que certains n'hésitent pas à qualifier de palais.
Le château a certes subi les outrages du temps, mais heureusement, ce qui fut la partie la plus prestigieuse du logis est toujours là pour témoigner de la splendeur passée.
Au 1er étage d'une vaste tour rectangulaire couronnée au sud de mâchicoulis sur arcs et contreforts, se trouve une magnifique salle d'apparat. Au plafond, vous pouvez voir sur les closoirs de nombreuses scènes de l'époque : animaux, scènes galantes et religieuses.  Une table numérique tactile, une mise en lumière, un récit sonore vous plongent au plus près de l'Histoire et de ce monument emblématique de Capestang.

Visite guidée de 17h à proposée par Dominique Saillard, guide conférencier."
4013,"« Paolo Venini and his furnace » – Verre vénitien - Exposition temporaire, Halle du Verre

Du 2 avril au 2 novembre 2025, la Halle du Verre présente l’exposition “Paolo Venini and his furnace”, dédiée à Paolo Venini, l’un des plus grands maîtres du design italien. Cette exposition prestigieuse, inédite en France, offre une immersion dans l’univers artistique et créatif de cet homme qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Plongez au cœur d’une exposition prestigieuse et inédite en France, dédiée à Paolo Venini, l’un des grands maîtres du design italien et créateur visionnaire qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Commissaire d’exposition : Manuel Fadat

Visites découvertes de l’exposition permanente « Histoire du verre dans le bassin méditerranéen » et de l’exposition temporaire « Paolo Venini and his furnace – Verre vénitien 1934-1959 » par la guide conférencière Léa Chaumont.

Dates

Avril – les dimanches 13 et 27
Mai – les dimanches 11 et 25
Juin – les dimanches 8 et 22
Juillet – les dimanches 6, 13, 20 et 27
Août – les dimanches 3, 10, 17 et 31
Septembre – les dimanches 14 et 28
Octobre – les dimanches 12 et 26

Horaires

15h30 – visite guidée de l’exposition permanente « Paolo Venini and his furnace – Verre vénitien 1934-1959 »
16h30 – visite guidée de l’exposition temporaire « Histoire du verre dans le bassin méditerranéen »

Durée : environ 20 minutes / visite

Les visites sont comprises dans le prix d’entrée au musée. Pas de réservation. Groupe de 5 personnes minimum.


Horaires :
En avril, mai, juin, septembre, octobre et novembre :
du mercredi au dimanche et jours fériés (sauf 1er mai), de 14 h à 17 h
En juillet et août : tous les jours de 10 h à 13 h et de 14 h à 18 h"
3126,"Revivez l'essor prodigieux et le destin exceptionnel que Montpellier s'est forgé au cours des siècles : optez pour une découverte du centre historique de Montpellier avec notre visite de 2h.

Un voyage de mille ans au fil des ruelles du centre historique pour vous faire vivre l'ambiance si particulière de l'Ecusson.

La visite inclut la découverte de l’arc de triomphe, du mikvé (bain rituel juif médiéval) et une cour d'hôtel particulier.

- Rendez-vous 10 minutes avant à l'Office de Tourisme de Montpellier – extérieur façade côté Esplanade Charles-de-Gaulle.
- Gratuités : enfants moins de 6 ans accompagnés d'un parent, guides diplômés avec carte, détenteurs de la City Card.
- 1 adulte accompagné de 1 ou de 2 enfants de moins de 6 ans maximum.
- Visite interdite aux chiens de petites ou grandes tailles sauf chien guide.

Durée: 2h

Réservation obligatoire

IMPORTANT : 12/04, 13/04 et 21/06 : Accès à l'arc de triomphe sous réserve (événements sportifs et culturels)

LE BON PLAN : La réservation d'une visite guidée vous offre  10% de remise sur tous les produits de la boutique de l'Office de Tourisme (sauf tickets TAM), sur présentation de votre voucher."
7068,"Pierresvives|Domaine du Département
Montpellier
Réservation obligatoire par mail à serviceprogrammation@herault.fr

Venez découvrir ou redécouvrir un bâtiment emblématique signé par la prestigieuse architecte Zaha Hadid.
Cet édifice hors norme où se mêlent courbes et mouvements fluides est une véritable prouesse technique. À la jonction de l'architecture, de l'art et du design, laissez-vous séduire par un circuit de visite originale dans ses espaces majestueux.

Durée : environ 1h.

Si vous souhaitez visiter à une autre date, c'est possible pour les groupes constitués d'au moins 5 personnes.
N'hésitez pas à nous contacter pour définir ensemble la date la plus propice à votre visite."
4014,"Venez découvrir l'ancienne résidence d'été des archevêques de Narbonne et sa toute nouvelle scénographie. Il fut à la fin du Moyen-Âge une splendide demeure que certains n'hésitent pas à qualifier de palais.
Le château a certes subi les outrages du temps, mais heureusement, ce qui fut la partie la plus prestigieuse du logis est toujours là pour témoigner de la splendeur passée.
Au 1er étage d'une vaste tour rectangulaire couronnée au sud de mâchicoulis sur arcs et contreforts, se trouve une magnifique salle d'apparat. Au plafond, vous pouvez voir sur les closoirs de nombreuses scènes de l'époque : animaux, scènes galantes et religieuses.  Une table numérique tactile, une mise en lumière, un récit sonore vous plongent au plus près de l'Histoire et de ce monument emblématique de Capestang.

Visite guidée de 17h à proposée par Dominique Saillard, guide conférencier."
4065,"En partenariat avec la Chambre d'Agriculture de 19h à 23h sur la place . Soirée festive autour de délicieuses assiettes fermières composées devant vous par nos producteurs, artisans et vignerons. Animation musicale avec ""DUO LIVING ROSE""."
10124,Marché Traditionnel plein vent  - Tous les Mardis de l'année de 8h - 13h
2892,"Proposer par Bouillon Cube.

Programme Temps fort à la Grange:

18h : Ouverture du site et du resto/bar

19 h : Bois Vert: Concert rap, avec la participation des élèves de l’école du Causse et St Jean dans le cadre de la Fabrique à Musique de la SACEM - Tout public - Gratuit

21h30 : Séance de courts métrages en plein air - Tout public - Gratuit

Durant le week-end le site sera aménagé pour les enfants avec un coin jeux, un coin dodo, des ateliers et un coin resto/guinguette en musique… Possibilité de dormir sur place, sous les étoiles, en famille et de planter la tente"
2858,"de 6h à 13h30

Mercredi :  parking de la Maison de retraite (rive gauche) toute l'année
Vendredi :  promenade du Pot de plaisance (rive droite) toute l'année
Dimanche : parking de la Maison de retraite (rive gauche) de mi-juin à fin août

Plus d'infos au 04 67 07 73 34"
10187,"MARCHE TRADITIONNEL PLEIN VENT - Tous les dimanches Juillet et Août - 8h/13h 
Tous les dimanches matin en période estivale a lieu un marché du terroir, de 8h jusqu'aux environs de 13h.
Il a lieu près du lac, au carrefour des deux routes, à proximité du camping et du village de gîtes."
7680,"Atelier créatif ""Le ballotin du lapin"" – Jauge limitée à 8 enfants – Office de Tourisme de Palavas-les-Flots – Sur réservation, enfants de 4 à 12 ans – Tarif : 4€/enfant - Infos : 04 67 07 73 34 - Réservation au comptoir ou sur la billetterie en ligne de l'Office de Tourisme : https://www.ot-palavaslesflots.com/explorez/billetterie/

Le moment est venu de récolter les chocolats de Pâques ! L’Office de Tourisme vous donne un coup de pouce. Chaque petit génie pourra confectionner son petit ballotin personnalisé et le porter fièrement pour aller débusquer tous les chocolats.

Les dates de l'atelier créatif durant le Week-End de Pâques : 
Le dimanche 20 avril de 10h30 à 11h30
Le lundi 21 avril de 14h30 à 15h30"
4016,"« Paolo Venini and his furnace » – Verre vénitien - Exposition temporaire, Halle du Verre

Du 2 avril au 2 novembre 2025, la Halle du Verre présente l’exposition “Paolo Venini and his furnace”, dédiée à Paolo Venini, l’un des plus grands maîtres du design italien. Cette exposition prestigieuse, inédite en France, offre une immersion dans l’univers artistique et créatif de cet homme qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Plongez au cœur d’une exposition prestigieuse et inédite en France, dédiée à Paolo Venini, l’un des grands maîtres du design italien et créateur visionnaire qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Commissaire d’exposition : Manuel Fadat

Visites découvertes de l’exposition permanente « Histoire du verre dans le bassin méditerranéen » et de l’exposition temporaire « Paolo Venini and his furnace – Verre vénitien 1934-1959 » par la guide conférencière Léa Chaumont.

Dates

Avril – les dimanches 13 et 27
Mai – les dimanches 11 et 25
Juin – les dimanches 8 et 22
Juillet – les dimanches 6, 13, 20 et 27
Août – les dimanches 3, 10, 17 et 31
Septembre – les dimanches 14 et 28
Octobre – les dimanches 12 et 26

Horaires

15h30 – visite guidée de l’exposition permanente « Paolo Venini and his furnace – Verre vénitien 1934-1959 »
16h30 – visite guidée de l’exposition temporaire « Histoire du verre dans le bassin méditerranéen »

Durée : environ 20 minutes / visite

Les visites sont comprises dans le prix d’entrée au musée. Pas de réservation. Groupe de 5 personnes minimum.


Horaires :
En avril, mai, juin, septembre, octobre et novembre :
du mercredi au dimanche et jours fériés (sauf 1er mai), de 14 h à 17 h
En juillet et août : tous les jours de 10 h à 13 h et de 14 h à 18 h"
2869,"de 6h à 13h30

Mercredi :  parking de la Maison de retraite (rive gauche) toute l'année
Vendredi :  promenade du Pot de plaisance (rive droite) toute l'année
Dimanche : parking de la Maison de retraite (rive gauche) de mi-juin à fin août

Plus d'infos au 04 67 07 73 34"
4019,"Venez découvrir l'ancienne résidence d'été des archevêques de Narbonne et sa toute nouvelle scénographie. Il fut à la fin du Moyen-Âge une splendide demeure que certains n'hésitent pas à qualifier de palais.
Le château a certes subi les outrages du temps, mais heureusement, ce qui fut la partie la plus prestigieuse du logis est toujours là pour témoigner de la splendeur passée.
Au 1er étage d'une vaste tour rectangulaire couronnée au sud de mâchicoulis sur arcs et contreforts, se trouve une magnifique salle d'apparat. Au plafond, vous pouvez voir sur les closoirs de nombreuses scènes de l'époque : animaux, scènes galantes et religieuses.  Une table numérique tactile, une mise en lumière, un récit sonore vous plongent au plus près de l'Histoire et de ce monument emblématique de Capestang.

Visite guidée de 17h à proposée par Dominique Saillard, guide conférencier."
6265,"Pierresvives|Domaine du Département
Montpellier
Réservation obligatoire par mail à serviceprogrammation@herault.fr

Venez découvrir ou redécouvrir un bâtiment emblématique signé par la prestigieuse architecte Zaha Hadid.
Cet édifice hors norme où se mêlent courbes et mouvements fluides est une véritable prouesse technique. À la jonction de l'architecture, de l'art et du design, laissez-vous séduire par un circuit de visite originale dans ses espaces majestueux.

Durée : environ 1h.

Si vous souhaitez visiter à une autre date, c'est possible pour les groupes constitués d'au moins 5 personnes.
N'hésitez pas à nous contacter pour définir ensemble la date la plus propice à votre visite."
4020,"« Paolo Venini and his furnace » – Verre vénitien - Exposition temporaire, Halle du Verre

Du 2 avril au 2 novembre 2025, la Halle du Verre présente l’exposition “Paolo Venini and his furnace”, dédiée à Paolo Venini, l’un des plus grands maîtres du design italien. Cette exposition prestigieuse, inédite en France, offre une immersion dans l’univers artistique et créatif de cet homme qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Plongez au cœur d’une exposition prestigieuse et inédite en France, dédiée à Paolo Venini, l’un des grands maîtres du design italien et créateur visionnaire qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Commissaire d’exposition : Manuel Fadat

Visites découvertes de l’exposition permanente « Histoire du verre dans le bassin méditerranéen » et de l’exposition temporaire « Paolo Venini and his furnace – Verre vénitien 1934-1959 » par la guide conférencière Léa Chaumont.

Dates

Avril – les dimanches 13 et 27
Mai – les dimanches 11 et 25
Juin – les dimanches 8 et 22
Juillet – les dimanches 6, 13, 20 et 27
Août – les dimanches 3, 10, 17 et 31
Septembre – les dimanches 14 et 28
Octobre – les dimanches 12 et 26

Horaires

15h30 – visite guidée de l’exposition permanente « Paolo Venini and his furnace – Verre vénitien 1934-1959 »
16h30 – visite guidée de l’exposition temporaire « Histoire du verre dans le bassin méditerranéen »

Durée : environ 20 minutes / visite

Les visites sont comprises dans le prix d’entrée au musée. Pas de réservation. Groupe de 5 personnes minimum.


Horaires :
En avril, mai, juin, septembre, octobre et novembre :
du mercredi au dimanche et jours fériés (sauf 1er mai), de 14 h à 17 h
En juillet et août : tous les jours de 10 h à 13 h et de 14 h à 18 h"
4034,"« Paolo Venini and his furnace » – Verre vénitien - Exposition temporaire, Halle du Verre

Du 2 avril au 2 novembre 2025, la Halle du Verre présente l’exposition “Paolo Venini and his furnace”, dédiée à Paolo Venini, l’un des plus grands maîtres du design italien. Cette exposition prestigieuse, inédite en France, offre une immersion dans l’univers artistique et créatif de cet homme qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Plongez au cœur d’une exposition prestigieuse et inédite en France, dédiée à Paolo Venini, l’un des grands maîtres du design italien et créateur visionnaire qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Commissaire d’exposition : Manuel Fadat

Visites découvertes de l’exposition permanente « Histoire du verre dans le bassin méditerranéen » et de l’exposition temporaire « Paolo Venini and his furnace – Verre vénitien 1934-1959 » par la guide conférencière Léa Chaumont.

Dates

Avril – les dimanches 13 et 27
Mai – les dimanches 11 et 25
Juin – les dimanches 8 et 22
Juillet – les dimanches 6, 13, 20 et 27
Août – les dimanches 3, 10, 17 et 31
Septembre – les dimanches 14 et 28
Octobre – les dimanches 12 et 26

Horaires

15h30 – visite guidée de l’exposition permanente « Paolo Venini and his furnace – Verre vénitien 1934-1959 »
16h30 – visite guidée de l’exposition temporaire « Histoire du verre dans le bassin méditerranéen »

Durée : environ 20 minutes / visite

Les visites sont comprises dans le prix d’entrée au musée. Pas de réservation. Groupe de 5 personnes minimum.


Horaires :
En avril, mai, juin, septembre, octobre et novembre :
du mercredi au dimanche et jours fériés (sauf 1er mai), de 14 h à 17 h
En juillet et août : tous les jours de 10 h à 13 h et de 14 h à 18 h"
10129,"De 9h à 12h30 sur le quai, le samedi, primeur et poissonnier vous attendent."
1283,"Dans le cadre du Festival Radio France Occitanie Montpellier, ne manquez pas le concert de MICHEL BENITA / YARON HERMAN  au théâtre de l'Agora  le 08 juillet 2025 à 20h30 !

2 concerts dans une même soirée: Michel Benita, contrebassiste phare de la scène française présente en exclusivité sa nouvelle formation et Yaron Harman, le surdoué du piano, à la tête d’un groupe stellaire dans un nouveau répertoire à la patte mélodique inimitable.

MICHEL BENITA – LOOKING AT SOUNDS FEAT. FLORIAN WEBER

Contrebassiste phare de la scène française, Michel Benita présente en exclusivité sa nouvelle formation, un quartette acoustique accueillant pour la première fois le jeu impressionniste et raffiné du pianiste allemand Florian Weber.

On le sait : les grands musiciens sont ceux qui savent toujours rester à l’écoute. Avec Michel Benita, le rôle du contrebassiste ne se limite pas à assurer une simple assise harmonique et rythmique : il est celui qui recherche l’osmose, distribue et canalise les énergies, ébauche un espace où chaque musicien peut s’exprimer à plein dans le respect des autres. Soit un véritable jeu d’équilibriste, que seule une confiance absolue en ses partenaires autorise. Si le lyrisme lunaire du trompettiste Mathieu Michel et le groove subtil et contrasté de Philippe Garcia font depuis longtemps partie intégrante de son univers, le piano scintillant du nouveau venu Florian Weber ne manquera pas d’y apporter ses couleurs inimitables, pour une musique qu’on devine déjà exquisément aérienne.

YARON HERMAN – Radio Paradise

Après avoir intensément tourné en solo, le surdoué du piano renoue avec l’énergie du collectif, à la tête d’un groupe stellaire faisant la part belle à la voix singulière de la saxophoniste María Grand. Un écrin de choix pour un nouveau répertoire à la patte mélodique inimitable.

Vingt ans déjà que Yaron Herman illumine la scène française de sa présence, et pourtant, c’est à chaque fois le même émerveillement : toujours cette énergie juvénile, cette capacité à s’abandonner dans l’instant, ce rapport de sincérité absolue à la musique, comme si chaque concert était l’aube d’un nouveau jour. Passé maître dans les disciplines reines du solo et du trio, le pianiste ne s’était que rarement essayé à des instrumentations plus étoffées. Raison de plus pour ne pas manquer cette toute nouvelle formation qui, si elle peut évoquer de manière subliminale l’influence du quartette « scandinave » de Keith Jarrett avec Jan Garbarek dans les années 70, s’affirme surtout comme l’un de ses projets les plus personnels, où le lyrisme et l’élégance le disputent à l’esprit d’aventure.

Sur réservation"
163,"Un marché entre 30 et 60 exposants (selon les saisons) se tient tous les dimanches de 8h à 13h au cœur du village (Place de la Fontaine - Rue de l'Ayet et Place du Marché).

Les étals sont variés : fruits et légumes, spécialités culinaires à emporter, fromage et charcuterie, vêtements, objets de créations, décorations, bijoux, vannerie, poterie, bien-être ..."
4037,"« Paolo Venini and his furnace » – Verre vénitien - Exposition temporaire, Halle du Verre

Du 2 avril au 2 novembre 2025, la Halle du Verre présente l’exposition “Paolo Venini and his furnace”, dédiée à Paolo Venini, l’un des plus grands maîtres du design italien. Cette exposition prestigieuse, inédite en France, offre une immersion dans l’univers artistique et créatif de cet homme qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Plongez au cœur d’une exposition prestigieuse et inédite en France, dédiée à Paolo Venini, l’un des grands maîtres du design italien et créateur visionnaire qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Commissaire d’exposition : Manuel Fadat

Visites découvertes de l’exposition permanente « Histoire du verre dans le bassin méditerranéen » et de l’exposition temporaire « Paolo Venini and his furnace – Verre vénitien 1934-1959 » par la guide conférencière Léa Chaumont.

Dates

Avril – les dimanches 13 et 27
Mai – les dimanches 11 et 25
Juin – les dimanches 8 et 22
Juillet – les dimanches 6, 13, 20 et 27
Août – les dimanches 3, 10, 17 et 31
Septembre – les dimanches 14 et 28
Octobre – les dimanches 12 et 26

Horaires

15h30 – visite guidée de l’exposition permanente « Paolo Venini and his furnace – Verre vénitien 1934-1959 »
16h30 – visite guidée de l’exposition temporaire « Histoire du verre dans le bassin méditerranéen »

Durée : environ 20 minutes / visite

Les visites sont comprises dans le prix d’entrée au musée. Pas de réservation. Groupe de 5 personnes minimum.


Horaires :
En avril, mai, juin, septembre, octobre et novembre :
du mercredi au dimanche et jours fériés (sauf 1er mai), de 14 h à 17 h
En juillet et août : tous les jours de 10 h à 13 h et de 14 h à 18 h"
1340,"13h

Spectacle de flamenco ""Ojalá"" par la compagnie Flamenca

Podium du village de bodegas de la Féria de la mer

Créée en été 2019, la compagnie ""Ojalá"" est née de la rencontre de 5 danseurs passionnés.

Ils transmettent l'art du flamenco avec grâce et authenticité et n'hésitent pas à s'ouvrir pour apporter modernité et originalité.

La compagnie porte sur scène un subtil mélange d'élégance et de force en proposant tout un éventail de rythmes flamenco.

""Ojalá"" nous invite à travers ses différents tableaux à partager les racines du baile flamenco

Instagram : Ojala_34
Facebook : Ojala.compagnie.flamenca

Ojalacompagnieflamenca@gmail.com"
4041,"« Paolo Venini and his furnace » – Verre vénitien - Exposition temporaire, Halle du Verre

Du 2 avril au 2 novembre 2025, la Halle du Verre présente l’exposition “Paolo Venini and his furnace”, dédiée à Paolo Venini, l’un des plus grands maîtres du design italien. Cette exposition prestigieuse, inédite en France, offre une immersion dans l’univers artistique et créatif de cet homme qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Plongez au cœur d’une exposition prestigieuse et inédite en France, dédiée à Paolo Venini, l’un des grands maîtres du design italien et créateur visionnaire qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Commissaire d’exposition : Manuel Fadat

Visites découvertes de l’exposition permanente « Histoire du verre dans le bassin méditerranéen » et de l’exposition temporaire « Paolo Venini and his furnace – Verre vénitien 1934-1959 » par la guide conférencière Léa Chaumont.

Dates

Avril – les dimanches 13 et 27
Mai – les dimanches 11 et 25
Juin – les dimanches 8 et 22
Juillet – les dimanches 6, 13, 20 et 27
Août – les dimanches 3, 10, 17 et 31
Septembre – les dimanches 14 et 28
Octobre – les dimanches 12 et 26

Horaires

15h30 – visite guidée de l’exposition permanente « Paolo Venini and his furnace – Verre vénitien 1934-1959 »
16h30 – visite guidée de l’exposition temporaire « Histoire du verre dans le bassin méditerranéen »

Durée : environ 20 minutes / visite

Les visites sont comprises dans le prix d’entrée au musée. Pas de réservation. Groupe de 5 personnes minimum.


Horaires :
En avril, mai, juin, septembre, octobre et novembre :
du mercredi au dimanche et jours fériés (sauf 1er mai), de 14 h à 17 h
En juillet et août : tous les jours de 10 h à 13 h et de 14 h à 18 h"
4043,"« Paolo Venini and his furnace » – Verre vénitien - Exposition temporaire, Halle du Verre

Du 2 avril au 2 novembre 2025, la Halle du Verre présente l’exposition “Paolo Venini and his furnace”, dédiée à Paolo Venini, l’un des plus grands maîtres du design italien. Cette exposition prestigieuse, inédite en France, offre une immersion dans l’univers artistique et créatif de cet homme qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Plongez au cœur d’une exposition prestigieuse et inédite en France, dédiée à Paolo Venini, l’un des grands maîtres du design italien et créateur visionnaire qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Commissaire d’exposition : Manuel Fadat

Visites découvertes de l’exposition permanente « Histoire du verre dans le bassin méditerranéen » et de l’exposition temporaire « Paolo Venini and his furnace – Verre vénitien 1934-1959 » par la guide conférencière Léa Chaumont.

Dates

Avril – les dimanches 13 et 27
Mai – les dimanches 11 et 25
Juin – les dimanches 8 et 22
Juillet – les dimanches 6, 13, 20 et 27
Août – les dimanches 3, 10, 17 et 31
Septembre – les dimanches 14 et 28
Octobre – les dimanches 12 et 26

Horaires

15h30 – visite guidée de l’exposition permanente « Paolo Venini and his furnace – Verre vénitien 1934-1959 »
16h30 – visite guidée de l’exposition temporaire « Histoire du verre dans le bassin méditerranéen »

Durée : environ 20 minutes / visite

Les visites sont comprises dans le prix d’entrée au musée. Pas de réservation. Groupe de 5 personnes minimum.


Horaires :
En avril, mai, juin, septembre, octobre et novembre :
du mercredi au dimanche et jours fériés (sauf 1er mai), de 14 h à 17 h
En juillet et août : tous les jours de 10 h à 13 h et de 14 h à 18 h"
4044,"« Paolo Venini and his furnace » – Verre vénitien - Exposition temporaire, Halle du Verre

Du 2 avril au 2 novembre 2025, la Halle du Verre présente l’exposition “Paolo Venini and his furnace”, dédiée à Paolo Venini, l’un des plus grands maîtres du design italien. Cette exposition prestigieuse, inédite en France, offre une immersion dans l’univers artistique et créatif de cet homme qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Plongez au cœur d’une exposition prestigieuse et inédite en France, dédiée à Paolo Venini, l’un des grands maîtres du design italien et créateur visionnaire qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Commissaire d’exposition : Manuel Fadat

Visites découvertes de l’exposition permanente « Histoire du verre dans le bassin méditerranéen » et de l’exposition temporaire « Paolo Venini and his furnace – Verre vénitien 1934-1959 » par la guide conférencière Léa Chaumont.

Dates

Avril – les dimanches 13 et 27
Mai – les dimanches 11 et 25
Juin – les dimanches 8 et 22
Juillet – les dimanches 6, 13, 20 et 27
Août – les dimanches 3, 10, 17 et 31
Septembre – les dimanches 14 et 28
Octobre – les dimanches 12 et 26

Horaires

15h30 – visite guidée de l’exposition permanente « Paolo Venini and his furnace – Verre vénitien 1934-1959 »
16h30 – visite guidée de l’exposition temporaire « Histoire du verre dans le bassin méditerranéen »

Durée : environ 20 minutes / visite

Les visites sont comprises dans le prix d’entrée au musée. Pas de réservation. Groupe de 5 personnes minimum.


Horaires :
En avril, mai, juin, septembre, octobre et novembre :
du mercredi au dimanche et jours fériés (sauf 1er mai), de 14 h à 17 h
En juillet et août : tous les jours de 10 h à 13 h et de 14 h à 18 h"
4048,"« Paolo Venini and his furnace » – Verre vénitien - Exposition temporaire, Halle du Verre

Du 2 avril au 2 novembre 2025, la Halle du Verre présente l’exposition “Paolo Venini and his furnace”, dédiée à Paolo Venini, l’un des plus grands maîtres du design italien. Cette exposition prestigieuse, inédite en France, offre une immersion dans l’univers artistique et créatif de cet homme qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Plongez au cœur d’une exposition prestigieuse et inédite en France, dédiée à Paolo Venini, l’un des grands maîtres du design italien et créateur visionnaire qui a donné son nom à la célèbre Verrerie Venini, mondialement reconnue.

Commissaire d’exposition : Manuel Fadat

Visites découvertes de l’exposition permanente « Histoire du verre dans le bassin méditerranéen » et de l’exposition temporaire « Paolo Venini and his furnace – Verre vénitien 1934-1959 » par la guide conférencière Léa Chaumont.

Dates

Avril – les dimanches 13 et 27
Mai – les dimanches 11 et 25
Juin – les dimanches 8 et 22
Juillet – les dimanches 6, 13, 20 et 27
Août – les dimanches 3, 10, 17 et 31
Septembre – les dimanches 14 et 28
Octobre – les dimanches 12 et 26

Horaires

15h30 – visite guidée de l’exposition permanente « Paolo Venini and his furnace – Verre vénitien 1934-1959 »
16h30 – visite guidée de l’exposition temporaire « Histoire du verre dans le bassin méditerranéen »

Durée : environ 20 minutes / visite

Les visites sont comprises dans le prix d’entrée au musée. Pas de réservation. Groupe de 5 personnes minimum.


Horaires :
En avril, mai, juin, septembre, octobre et novembre :
du mercredi au dimanche et jours fériés (sauf 1er mai), de 14 h à 17 h
En juillet et août : tous les jours de 10 h à 13 h et de 14 h à 18 h"
7243,"Le marché de Saint-Clément-de-Rivière vous accueille le Dimanche de 8h à 13h sur le Parking du Centre commercial Le Boulidou.

Sur les étals, sont représentés des productions artisanales et locales :
- Mathieu Bonnal présentant toujours un bel étal de poissons frais
- Dominique Albe offrant un vaste choix d'olives, tapenades et fruits secs
- Alain Gueldry, food-truck traiteur, cuisinant paella et couscous
- Martin Olive proposant les meilleurs produits de son rucher du Patus : miels et pain d'épices
- Line Guillard, productrice ostréicultrice de Mèze, avec ses coquillages frais, ses huîtres affinées en mer
- Anaïs Kang cuisinant des mets végétariens et saveurs asiatiques
- Nicolas Paumer et son bel étal garni d'excellents fromages de pays, charcuterie et oeufs frais
- Jérôme Firmin, toujours présent avec ses produits cuisinés sur place, poulets rôtis et accompagnements
- Rémi Ollier, maraîcher proposant une belle variété de fruits et légumes
- Nicolas Krotoff, vins
- Gérald Rival, traiteur gastronomique
    ....

Et le jeudi matin également avec Mathieu Bonnal son étal de poissons frais & Le Maraicher Lutin Jardin propose ses fruits et légumes de saison labelisés AB."
5049,MARCHE TRADITIONNEL PLEIN VENT - Tous les jeudis  - 8h/13h
5012,MARCHE TRADITIONNEL PLEIN VENT - Tous les mercredis d'Avril à Octobre - 8h/13h
